Códigos de gasto con cantidad física;Cantidades medias consumidas;Periodo;Total
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2015;1,4
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2014;1,4
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2013;1,4
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2012;1,5
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2011;1,5
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2010;1,5
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2009;1,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2008;1,5
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2007;1,5
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2006;1,3
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2023;111.728
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2022;90.462
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2021;79.205
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2020;76.496
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2019;89.353
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2018;98.253
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2017;107.491
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2016;101.321
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2015;105.167
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2014;107.677
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2013;109.020
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2012;117.700
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2011;117.165
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2010;116.565
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2009;118.081
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2008;113.974
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2007;108.643
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida total (miles de unidades);2006;95.853
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2023;5,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2022;4,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2021;4,2
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2020;4,1
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2019;4,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2018;5,3
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2017;5,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2016;5,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2015;5,7
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2014;5,9
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2013;6
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2012;6,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2011;6,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2010;6,6
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2009;6,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2008;6,7
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2007;6,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por hogar;2006;5,9
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2023;2,3
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2022;1,9
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2021;1,7
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2020;1,6
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2019;1,9
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2018;2,1
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2017;2,3
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2016;2,2
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2015;2,3
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2014;2,3
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2013;2,4
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2012;2,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2011;2,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2010;2,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2009;2,6
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2008;2,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2007;2,4
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por persona;2006;2,2
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2023;3,4
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2022;2,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2021;2,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2020;2,4
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2019;2,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2018;3,1
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2017;3,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2016;3,3
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2015;3,4
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2014;3,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2013;3,5
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2012;3,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2011;3,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2010;3,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2009;3,9
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2008;3,8
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2007;3,7
01.2.2.4 T Bebidas isotónicas (L);Cantidad consumida media por unidad de consumo;2006;3,3
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2023;569.836
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2022;578.275
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2021;553.005
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2020;535.402
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2019;573.569
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2018;663.634
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2017;655.011
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2016;675.451
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2015;781.561
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2014;757.128
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2013;766.335
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2012;840.721
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2011;883.742
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2010;875.080
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2009;902.356
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2008;884.585
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2007;882.945
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida total (miles de unidades);2006;779.353
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2023;29,5
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2022;30,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2021;29,3
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2020;28,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2019;30,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2018;35,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2017;35,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2016;36,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2015;42,5
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2014;41,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2013;42,1
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2012;46,5
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2011;49,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2010;49,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2009;51,9
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2008;51,8
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2007;53,1
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por hogar;2006;48,2
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2023;11,9
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2022;12,3
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2021;11,8
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2020;11,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2019;12,3
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2018;14,3
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2017;14,2
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2016;14,7
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2015;17
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2014;16,5
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2013;16,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2012;18,1
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2011;19,1
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2010;19
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2009;19,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2008;19,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2007;19,7
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por persona;2006;17,7
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2023;17,5
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2022;18,1
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2021;17,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2020;16,9
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2019;18,2
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2018;21,2
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2017;21,1
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2016;21,8
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2015;25,3
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2014;24,5
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2013;24,8
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2012;27,2
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2011;28,7
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2010;28,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2009;29,6
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2008;29,4
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2007;29,8
01.2.2.5 T Zumos de frutas y/o de vegetales (L);Cantidad consumida media por unidad de consumo;2006;26,9
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2023;45.095
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2022;50.182
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2021;46.996
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2020;51.573
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2019;47.681
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2018;50.156
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2017;53.351
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2016;50.815
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2015;55.167
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2014;59.148
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2013;56.467
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2012;62.821
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2011;59.789
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2010;62.033
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2009;63.786
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2008;60.775
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2007;66.009
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida total (miles de unidades);2006;53.082
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida media por hogar;2023;2,3
02.1.1.0 T Espirituosos, licores y similares. Licores sin alcohol (L);Cantidad consumida media por hogar;2022;2,6
